iter	Logloss
819	0.2478637649
820	0.2478442304
821	0.2478089516
822	0.247800886
823	0.2477891852
824	0.2477604734
825	0.2477246351
826	0.2477149887
827	0.2476851086
828	0.2476630829
829	0.2476537923
830	0.247624076
831	0.2475851492
832	0.2475535445
833	0.2475100923
834	0.2474691187
835	0.2474304148
836	0.2473827312
837	0.247367853
838	0.2473550379
839	0.2473136973
840	0.2472845529
841	0.2472527436
842	0.2472221159
843	0.247183615
844	0.2471476413
845	0.2471114389
846	0.2470682284
847	0.2470345997
848	0.2470023563
849	0.2469605074
850	0.2469157517
851	0.2468850429
852	0.2468554804
853	0.2468197077
854	0.2467964509
855	0.2467675601
856	0.2467373422
857	0.2467018593
858	0.2466855883
859	0.2466644728
860	0.2466347096
861	0.2466011497
862	0.2465740721
863	0.2465589787
864	0.246520185
865	0.2464924996
866	0.2464769848
867	0.246445406
868	0.2464118535
869	0.2463755333
870	0.2463539543
871	0.2462817919
872	0.2462723777
873	0.2462398788
874	0.2462107507
875	0.2461829685
876	0.246177627
877	0.2461475926
878	0.2461211664
879	0.2460885396
880	0.2460748818
881	0.2460401017
882	0.2460064545
883	0.2459873668
884	0.2459591437
885	0.2459466312
886	0.2459148709
887	0.2458709828
888	0.2458415497
889	0.2457675741
890	0.2457590651
891	0.2457307809
892	0.2456869771
893	0.2456748118
894	0.245639232
895	0.2456022382
896	0.245575418
897	0.2455517936
898	0.2455415143
899	0.2454745606
900	0.2454423929
901	0.2454158934
902	0.2454019523
903	0.2453831915
904	0.2453615734
905	0.2453325669
906	0.2452864554
907	0.2452685105
908	0.2452427932
909	0.245224114
910	0.2452180504
911	0.2451928283
912	0.2451635204
913	0.2451286543
914	0.2451020334
915	0.2450865484
916	0.24506209
917	0.2450542476
918	0.2450100114
919	0.2449711273
920	0.2449462477
921	0.2449283723
922	0.2449040628
923	0.244878188
924	0.2448282574
925	0.2448068084
926	0.2447682479
927	0.244742799
928	0.2447164943
929	0.2446802255
930	0.2446507902
931	0.2446118186
932	0.2445668125
933	0.244540185
934	0.244520712
935	0.2444894849
936	0.2444606419
937	0.2444014969
938	0.2443625399
939	0.2443394861
940	0.2442778695
941	0.2442521089
942	0.2442211153
943	0.2441903299
944	0.2441686213
945	0.2441571349
946	0.2441218651
947	0.2440892652
948	0.2440633511
949	0.2440382629
950	0.2440060677
951	0.243973278
952	0.2439455232
953	0.2439096986
954	0.2439010236
955	0.2438779166
956	0.2438324498
957	0.2438289148
958	0.2438078209
959	0.2437719515
960	0.2437650849
961	0.243711456
962	0.2437025087
963	0.2436717656
964	0.2436547799
965	0.2436187948
966	0.2435686842
967	0.2435551224
968	0.2434988318
969	0.2434626422
970	0.2434414646
971	0.2434328026
972	0.2434115229
973	0.2433837202
974	0.2433410803
975	0.2433191319
976	0.2432800342
977	0.2432467603
978	0.2432319559
979	0.2432022944
980	0.2431594011
981	0.2431100983
982	0.2430841771
983	0.2430647757
984	0.2430580276
985	0.2430271067
986	0.2429964773
987	0.2429606011
988	0.2429406976
989	0.2429069991
990	0.2428926597
991	0.2428655009
992	0.2428578278
993	0.2428346411
994	0.2428273093
995	0.2427901656
996	0.2427774554
997	0.2427423102
998	0.2427345114
999	0.2427141098
